DOI,Title,year,Abstract,semantic_scholar_id,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id
       loci of AD. These results indicated that the CRVs may exert a potential influence 
       in AD by regulating immune response, thalamus development, astrocytes activities, 
       and amyloid-β binding. Our results provided hints for further experimental 
       verification of AD pathophysiology.",71ae58fe14096bdbc14243192b0a3ba3fd207573,https://www.semanticscholar.org/paper/71ae58fe14096bdbc14243192b0a3ba3fd207573,33909139,,background,False,"Journal of neural transmission (Vienna, Austria : 1996)",9702341
10.1172/JCI145942,Genetic evidence suggests posttraumatic stress disorder as a subtype of major depressive disorder,2021.0,"BACKGROUNDMajor depressive disorder (MDD) and posttraumatic stress disorder 
       (PTSD) are highly comorbid and exhibit strong correlations with one another. We 
       aimed to investigate mechanisms of underlying relationships between PTSD and 3 
       kinds of depressive phenotypes, namely, MDD, depressed affect (DAF), and 
       depression (DEP, including both MDD and the broad definition of 
       depression).METHODSGenetic correlations between PTSD and the depressive 
       phenotypes were tested using linkage disequilibrium score regression. Polygenic 
       overlap analysis was used to estimate shared and trait-specific causal variants 
       across a pair of traits. Causal relationships between PTSD and the depressive 
       phenotypes were investigated using Mendelian randomization. Shared genomic loci 
       between PTSD and MDD were identified using cross-trait 
       meta-analysis.RESULTSGenetic correlations of PTSD with the depressive phenotypes 
       were in the range of 0.71-0.80. The estimated numbers of causal variants were 
       14,565, 12,965, 10,565, and 4,986 for MDD, DEP, DAF, and PTSD, respectively. In 
       each case, causal variants contributing to PTSD were completely or largely 
       covered by causal variants defining each of the depressive phenotypes. Mendelian 
       randomization analysis indicated that the genetically determined depressive 
       phenotypes confer a causal effect on PTSD (b = 0.21-0.31). Notably, genetically 
       determined PTSD confers a causal effect on DEP (b = 0.14) and DAF (b = 0.15), but 
       not MDD. Cross-trait meta-analysis of MDD and PTSD identified 47 genomic loci, 
       including 29 loci shared between PTSD and MDD.CONCLUSIONEvidence from shared 
       genetics suggests that PTSD is a subtype of MDD. This study provides support to 
       the efforts in reducing diagnostic heterogeneity in psychiatric 
       nosology.FUNDINGThe National Key Research and Development Program of China and 
       the National Natural Science Foundation of China.",cb3491c2d8defd3e1b654bb8cd0888cb21b01eb5,https://www.semanticscholar.org/paper/cb3491c2d8defd3e1b654bb8cd0888cb21b01eb5,33905376,PMC8803333,,False,The Journal of clinical investigation,7802877
10.1038/s41380-021-01083-4,Targeting innate immunity to protect and cure Alzheimer’s disease: opportunities and pitfalls,2021.0,"Innate immunity has been the focus of many new directions to understand the 
       mechanisms involved in the aetiology of brain diseases, especially Alzheimer's 
       disease (AD). AD is a multifactorial disorder, with the innate immune response 
       and neuroinflammation at the forefront of the pathology. Thus, microglial cells 
       along with peripheral circulating monocytes and more generally the innate immune 
       response have been the target of several pre-clinical and clinical studies. More 
       than a decade ago, inhibiting innate immune cells was considered to be the 
       critical angle for preventing and treating brain diseases. After the failing of 
       numerous clinical trials and the discovery that it may actually be the opposite 
       in various pre-clinical models, the field has changed considerably. Here, we 
       present both sides of the story with a particular emphasis on the beneficial 
       properties of innate immune cells and how they can be targeted to have 
       neuroprotective properties.",bd9bca1dc37f571c7bcc01aa5521879c34038587,https://www.semanticscholar.org/paper/bd9bca1dc37f571c7bcc01aa5521879c34038587,33854189,,,False,Molecular psychiatry,9607835
10.1016/bs.ctm.2020.08.007,Roles of microglial membranes in Alzheimer's disease.,2020.0,"The majority of Alzheimer's disease (AD) risk genes are highly and selectively 
       expressed by microglia in the brain. Several of these genes are related to lipid 
       and cholesterol metabolism, lipid synthesis, lipid transport, endocytosis, 
       exocytosis and phagocytosis. Therefore, studying the roles of cellular membrane 
       biophysics in microglial function should improve our understanding of the AD 
       pathology. In this chapter, we discuss how lipid rafts and membrane-cytoskeleton 
       adhesion impact microglial-mediated oxidative stress and clearance of amyloid-β 
       peptide (Aβ). We also discuss potential roles of lipid membrane-bound 
       extracellular vesicles as carriers of pathological factors to promote 
       inflammation and cytotoxicity.",cd9141ac0aa98a53b3ae4657c833574c6cffc107,https://www.semanticscholar.org/paper/cd9141ac0aa98a53b3ae4657c833574c6cffc107,33837697,PMC8082413,,False,Current topics in membranes,9212591
10.1016/j.jbc.2021.100636,PIKfyve activity is required for lysosomal trafficking of tau aggregates and tau seeding,2021.0,"Tauopathies, such as Alzheimer's disease (AD), are neurodegenerative disorders 
       characterized by the deposition of hyperphosphorylated tau aggregates. 
       Proteopathic tau seeds spread through the brain in a temporospatial pattern, 
       indicative of transsynaptic propagation. It is hypothesized that reducing the 
       uptake of tau seeds and subsequent induction of tau aggregation could be a 
       potential approach for abrogating disease progression in AD. Here, we studied to 
       what extent different endosomal routes play a role in the neuronal uptake of 
       preformed tau seeds. Using pharmacological and genetic tools, we identified 
       dynamin-1, actin, and Rac1 as key players. Furthermore, inhibition of PIKfyve, a 
       protein downstream of Rac1, reduced both the trafficking of tau seeds into 
       lysosomes and the induction of tau aggregation. Our work shows that tau 
       aggregates are internalized by a specific endocytic mechanism and that their fate 
       once internalized can be pharmacologically modulated to reduce tau seeding in 
       neurons.",c54c718f7a84428da2746fcb2626b3da3d57d6b1,https://www.semanticscholar.org/paper/c54c718f7a84428da2746fcb2626b3da3d57d6b1,33831417,PMC8134070,background,False,The Journal of biological chemistry,2985121R
10.3389/fnagi.2021.646901,Genetic Variability in Molecular Pathways Implicated in Alzheimer's Disease: A Comprehensive Review,2021.0,"Alzheimer's disease (AD) is a complex neurodegenerative disease, affecting a 
       significant part of the population. The majority of AD cases occur in the elderly 
       with a typical age of onset of the disease above 65 years. AD presents a major 
       burden for the healthcare system and since population is rapidly aging, the 
       burden of the disease will increase in the future. However, no effective drug 
       treatment for a full-blown disease has been developed to date. The genetic 
       background of AD is extensively studied; numerous genome-wide association studies 
       (GWAS) identified significant genes associated with increased risk of AD 
